,precision,recall,f1,preds,labels
0,17.426,17.447000000000003,17.345,"model: t5-small
learning_rate: 3e-05
num_train_epochs: 20.0
weight_decay: 0.001
per_device_train_batch_size: 2
gradient_accumulation_steps: 8",
1,5.0,7.41,5.97,"['Keva - ich liebe Keva!', 'The staff is friendly and helpful and there is an overall vibe of tranquility.You can also', 'I had a tour I needed to get to and I swear he got me a', 'We were not greeted for quiet some time. Finally they cleaned a table so we', 'I visited gluten free bakeries and cafes when in different cities, and stopped by New Deal', 'yogis and yogis are a treat. A bit of self care and indulge', 'The concept is great - a little Caribbean oasis in the middle of St. Louis city', 'I am addicted to the French Onion Sauce and the plastic cheese sauce drenching', 'Be warned that the debris does not distinguish on who gets pelted in the chest.', 'I love the concept of this place. They have healthy good food, great craft selection, tea', 'ok. It was nice to sit along the water and see a manatee.']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', 'Circle City Pizza is our #2 choice for pizza after Jockamo. a pizza']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'river walk', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,0.0,0.0,0.0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,57.14,47.06,51.61,"['', '', '', 'homeless man begging for food, never to go back until they put their shit together', '', '', 'a cute indoor store, beautiful pots, candles, terrariums', 'cockroach, sauce station, shittake mushrooms', '', 'a tour of the estate, red wine collection, cellar room', '']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,30.0,33.33,31.58,"['', 'Kobe Beef Burger', 'a movie, good Burger Car, souvenir T-shirts, hats, HI', 'mug club membership, domestic beers, Imports, good beer selection', 'tour de bier, history lesson, blue ribbon tasting experience, history lesson, history lesson', 'shawl, necklace', '', 'stand-up comic', 'Indy 500 photos and collectibles', 'noodle entrée, banh mi sandwiches, milk tea, banh mi sandwiches', 'ServSafe instructor']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,45.45,50.0,47.62,"['tutors, used books, ""Basics of Mechanical Engineering"" and ""A Guide on', 'La Colombes, Seoul, Seoul, Seoul, Seoul, Seoul, Seoul, Seoul', 'bubble tea cafes, polaroids, polaroids, ginger, elvis', 'None', 'bookstore/gift shop', 'None', '', 'airboat ride', 'life size beer pong, pool table, arcade games, madden 15', 'outreach program, meal sponsorship program', 'Bayou Burger']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
