,precision,recall,f1,preds,labels
0,41.799,33.867000000000004,36.86900000000001,"model: flan-t5-small, learning_rate: 3e-05, num_train_epochs: 30, weight_decay: 0.001, per_device_train_batch_size: 4, gradient_accumulation_steps: 4",
1,0,0,0,"['I love this place!', ""I've been to this cafe for years and have been impressed with the quality of the food"", 'he was great', ""I'm not a fan of the food, but I'm not a fan"", ""I've had gluten free biscuits at other places that are amazing - flaky and"", 'a bit of self care and indulgence for when you want to relax and de-s', ""I'm not a fan of the food, but it is admittedly not my type"", ""I'm not sure if it's a good thing or not"", ""I'm not a fan of beer but I'm a fan of beer."", 'I love this place', ""I don't know""]","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,4.76,4.55,4.65,"['Service was good', ""The female vocalist on 9/8/17 blew us away! The food didn't"", 'lack of quality', ""I'm partial to Heinz ketchup"", 'Service', 'Our server was attentive and helpful, both giving meal recommendations that were on point, along with ideas', ""I'd have like more of a crisp on the steak."", 'lackluster decor', 'Tastes fresh', 'experience', 'Circle City Pizza']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'None', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,0,0,0,"['Staff', 'healthy food', 'ritual', 'lackluster, chewy texture,', 'customer service', 'HUGE group party', 'employee who answers the phone every time I order', 'DJ', 'Great fish tacos & carné asada tacos', 'Service', 'experience']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,12.5,11.11,11.76,"['Miso soup', 'Pop Shop', 'Service here can range from the sublime, phase of the moon, tidal patterns', 'None', 'None', 'Other cats, but not zoos', 'Cluster truck', 'Hibachi Japanese Steak House', 'Other', 'These bowl artisans know whats up I asked for peanut butter', 'complimentary chips and salsa']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,28.57,14.81,19.51,"['None', 'None', 'None', 'None', 'watercolors, Philly area, local artist, watercolors, Liberty Bell shot glass', 'canoeing, kayaking', 'None', 'None', 'None', 'None', 'None']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,70.0,50.0,58.33,"['None', 'free wifi, gardener, compost', 'None', 'parker rolls, lima beans, lemon tart, lemon tart', 'Disneyland', 'virtual golf', 'None', 'pokestops, cemetery', 'None', 'None', 'Local wildlife, anarchists, hackers, organic gardeners, activists']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,91.3,51.22,65.62,"['free comic', 'None', 'special event, Circus type thing, Carnival, live music, live music, live music, live', 'None', 'None', 'Live music, lounge area, fishies, tank', 'cute indoor store, beautiful pots, candles, terrariums, cute indoor store', 'None', 'music venue, music venue, music venue, free wifi', 'tour, red wine collection, cellar room, open kitchen, tour, red wine collection, cellar', 'None']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,66.67,63.64,65.12,"['None', 'therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats, souvenir T-shirts, ', 'None', 'tour de bier, history lesson, blue ribbon tasting experience, great sleeping experience, business contacts', 'garden, art, gift shop', 'beautiful garden, hummingbirds, songbirds, local organic pork producer', 'stand-up comic', 'None', 'None', 'None']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,70.0,66.67,68.29,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'None', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
