,precision,recall,f1,preds,labels
0,63.19500000000001,58.706999999999994,60.23600000000001,"model: flan-t5-large
learning_rate: 3e-05
num_train_epochs: 30.0
weight_decay: 0.001
per_device_train_batch_size: 1
gradient_accumulation_steps: 16",
1,23.08,11.11,15.0,"['None', 'None,,,,,,,,,,,,,,,,,,', 'None', 'None, paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle paddle', 'None,,,,,,,,,,,,,,,,,,', 'None', 'None,,,,,,,,,,,,,,,,,,', 'None,,,,,,,,,,,,,,,,,,', 'None,,,,,,,,,,,,,,,,,,', 'None, Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper Paper', 'None']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,41.67,22.73,29.41,"['None', 'None', 'None', 'None', 'None', 'water, activities, activities', 'None', 'None', 'None', 'None', 'None']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'river walk', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,37.5,50.0,42.86,"['Ruth Chris experience', 'mini trampoline', 'their apothecary area, their tea house, coffee', ""half rolls, children's menu, half rolls, children's menu"", 'the shawl', 'None', 'free calendar, free calendar', 'None', 'fish tacos, carné asada tacos', 'None', '""parakeet paradise"" outside side window']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,66.67,55.56,60.61,"['None', 'balloon puppets, animals', 'None', 'None', 'None', 'None', 'trivia Pursuit', 'dance floors, photo booth, Penns Landing fireworks', 'video, video', 'DELIVERED DELIVERED DELIVERED DELIVERED DELIVE', 'complimentary chips, salsa, complimentary dessert churros']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,79.17,70.37,74.51,"['events, hypnosis show, drag show, karaoke night, Qui', 'paper studio, journals, gift tags, candles, lip balms, local charity', 'Goofy and fun stuff', 'None', 'watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, rythm guitar, Ted Nugent', 'audiobook', 'None', 'polaroid', 'guidebook, Italy tourist spots']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,77.78,75.0,76.36,"['None', 'free wifi, gardener, coffee grounds', 'boaters, dock, parakeet', 'None', 'long line, Disneyland', ""Sparkman's Warf, virtual golf, zombie dodgeball"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, moms, anarchists, hackers, organic gardeners, activists']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,81.08,73.17,76.92,"['free comic', 'DDD, Food Network, owners, Camp Washington, Cincinnati', 'special event, Circus, Carnival, real side show, baby alligator, anacon', 'None', 'None', 'Live music, lounge area, fishies, reservations, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard', 'tour of estate, tour, red wine collection, cellar room, their extensive collection of wine bottles', 'yoga, henna artist, tattoos']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,75.0,68.18,71.43,"['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats, ""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'ServSafe instructor']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,77.27,80.95,79.07,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
