,precision,recall,f1,preds,labels
0,47.251000000000005,38.053,41.636,"model: flan-t5-large
learning_rate: 3e-05
num_train_epochs: 20.0
weight_decay: 0.001
per_device_train_batch_size: 1
gradient_accumulation_steps: 16",
1,0,0,0,"['', 'hang,', 'eklagte,', '', '', '', 'hang, and,', '', 'eklagte,', 'hang,', '']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,38.46,22.73,28.57,"['None, custom, customboot, customboot, customboot, customboot, customboot,', 'None', 'None', 'None,', 'None,', 'None,', 'None', 'None,', 'None,', 'None', 'None,']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'river walk', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,20.0,25.0,22.22,"['Ruth Chris experience', 'None', 'Witchy wares, healing healing, healing, healing, healing, healing, healing,', 'None', 'None', 'tables, tables, tables, tables, tables, food, food, food, food, food', 'None', 'None', 'fish tacos, carné asada tacos, chili r', 'None', '""parakeees paradise""']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,53.33,44.44,48.48,"['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'None', 'stage area, stage area, concert area, stage area, concert area, stage area, concert', 'Hibachi Japanese Steken House', 'video video', 'None', 'free, free, free, free, free, free, house margarita']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,47.37,33.33,39.13,"['hypnosis show, drag show, karaoke night, QuizO', 'paper studio, birthday gift shopping errand, local charity', 'playroom', 'cocktail, cocktail, cocktail', 'watercolors of Philly area', 'canoeing, kayaking', 'club, kitchen, bartending skills', 'audiobook teaching Italian', 'pancakes, toast bread, everting', 'polaroid', 'guidebook of Italy tourist spots']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,52.94,32.14,40.0,"['BYOB', 'free wifi, gardener, coffee grounds, compost', 'boaters, parakeet', 'None', 'Disneyland, sign', 'virtual golf', 'bahn mi sandwiches', 'pokestops', 'None', 'None', ""satellite, farmer's market""]","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,68.0,41.46,51.52,"['free comic, free comic, free comic, fire sticks', 'big screen tv', 'special event, Circus, anaconda, live music', 'drive thru policies', 'None', 'Live music, lounge area, fishies', 'huge area of plants for sale, cute indoor store, beautiful pots, candles, terra', 'huge cockroach', 'free wifi', 'garden room, floor-to-ceiling panes of glass, native birds of', 'henna artist, tattoos']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,55.0,50.0,52.38,"['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats, ""HI AF"" shirt', 'Mug Club Membership, customized mug, engraved on a plaque', 'tour de bier, history lesson, blue ribbon tasting experience, brewmaster, tour', 'gift shop', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos, collectibles', 'None', 'ServSafe instructor']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,68.18,71.43,69.77,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'huge skater, his own skating company', 'None', 'None', 'bookstore/gift shop', 'The White Heron', 'None', 'gators, pond/bayou partition, airboat ride', 'life size beer pong, pool table, arcade games', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
