,precision,recall,f1,preds,labels
0,68.127,65.804,66.71900000000001,"model: t5-large
learning_rate: 3e-05
num_train_epochs: 20.0
weight_decay: 0.001
per_device_train_batch_size: 2
gradient_accumulation_steps: 8",
1,3.03,3.7,3.33,"['a the staff was amazing!! The staff was amazing! The menu was', 'anniversary gifts.The location is great, several spacious seating areas, outdoor seating, and outdoor', 'poncho. The bartender was amazing, and he got a ', 'cruise. Location was good but not very close to the cruise. Staff was very helpful', ""was close to the airport, but not a great option if you're"", '. Very friendly staff. Very clean and comfortable room. Very clean and comfortable room.', 'was a little disappointed. The decor was very Caribbean and the colors change colors. The', '!?!?!?!?!?!? The location is great and the staff is very', '...go to town! Very nice staff and location. Very clean and comfortable room.', '. The staff was very friendly and helpful. The location is great. The food was', 'appetiser was not good. Location was great but the manatee was terrible']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,13.33,20.0,16.0,"['The only place open to business was a custom boot store, custom boot store,', 'The female vocalists', '', 'the event, greyhound rescue event, greyhound rescue', 'the rotational pizza, lamb skewers, short rib tacos, rotation', 'The river walk, river walk, activities', 'The flight was very good, syrup flavor, oysters, chocolate mousse cake', '', 'a live show, live band, community scarf/blanket project, mason ', 'the view was gorgeous waves, kite surfers, jet powered surfboard surfers, dolphin', 'The streetscape was finished, lots of new neighbors']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'river walk', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,54.55,50.0,52.17,"['None', 'trampoline', 'spiritual medium, apothecary area', ""children's menu, children's menu, half rolls"", 'None', 'None', 'None', 'nightclub', 'None', 'None', 'a parakeet paradise']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,77.78,77.78,77.78,"['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'Penns Landing fireworks', 'video', 'None', 'complimentary dessert, complimentary chips and salsa, house margarita']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,91.3,77.78,84.0,"['events, hypnosis show, drag show, karaoke night, Qui', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,93.1,96.43,94.74,"['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,100.0,80.49,89.19,"['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection,', 'yoga, henna artist']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,90.91,90.91,90.91,"['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,77.27,80.95,79.07,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
