,precision,recall,f1,preds,labels
0,0.256,0.34500000000000003,0.294,"model: t5-small
learning_rate: 3e-05
num_train_epochs: 30.0
weight_decay: 0.001
per_device_train_batch_size: 1
gradient_accumulation_steps: 16",
1,2.56,3.45,2.94,"['I love my foods served hot, taste better. I recommend the wings they have there. Very', ""I visited Prep & Pastry for the first time this year, and I've"", ""a few people have a coffee shop in West Philly, but they've replaced"", ""a few restaurants have a pokestop, but it's a pokestop by"", ""a visit to commander's palace is a great way to cap a perfect meal"", 'a few of the options that caught my eye were the size of the Fat Straw ', 'a new restaurant is right next to the Charcoal Pit on 202. The', 'a family Thanksgiving dinner conceived and cooked at Charro Steak. The meal was', 'TACO TUESDAY & have $1.50 tacos!', 'I visited the gift shop and found that the price point of most of their items was very reasonable', 'a ServSafe instructor is a ServSafe instructor who can help you get ']","['video', 'None', 'local wildlife, anarchists, hackers, organic gardeners, activists', 'pokestops, cemetery', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'None', 'guidebook', 'None', 'None', 'garden, art, gift shop, cute wallet, shawl, necklace', 'None']"
2,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['audiobook', 'None', 'petting zoo, rooster, goat, pigs, cutest little piglet', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'entrance fee, adoption, Stray Cat Alliance', 'Casinos, concert, AVA amphitheater', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'capoiera/zumba studio', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'None']"
3,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'great therapeutic sketching', 'amazing tour de bier, history lesson', 'None', 'DDD, Food Network', 'parklands, Goose Creek Park, playground', 'None', 'None', 'Nice playroom', 'scratch off lottery machine, keno, computer nascar style racing, computer football', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums']"
4,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['their nightclub', 'None', 'None', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'beautiful garden, hummingbirds, songbirds', 'dance floors, photo booth, Penns Landing fireworks', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'None', 'None']"
5,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['water, manatee', 'trivia night, fireworks', 'free wifi, gardener, coffee grounds, compost', 'Live music, lounge area, fishies, tank', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Derek St. Holmes, blues', 'None', 'None', 'None', 'free calendar', 'water, boaters, dock, your pets']"
6,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['river walk', 'outreach program, meal sponsorship program', 'on site medium, Their apothecary area', 'parakeet paradise', 'None', 'None', 'None', 'gators, airboat ride', 'yoga, henna artist', 'peacocks, long public dock', 'None']"
7,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['None', 'None', 'None', 'mini trampoline', 'free wifi, ping pong, shuffleboard, music venue', 'free comic', 'None', 'lounge area, symbolism, custom associations', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None', 'his own skating company, awesome skateboard deck']"
8,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'None', 'ponchos', 'polaroid', 'bookstore/gift shop', 'their tour, 10 dollar fresh day tour, free tour, their museum, Clydesdales horses', 'None', 'None', 'None', 'candy machine, watercolors, local artist, paintings', 'board games, trivia Pursuit, small concerts']"
9,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['stand-up comic', 'None', 'Philly Community Acupuncture', 'None', 'None', 'tips, hikes, activities, golf course', 'section, professional babysitting service, different size diapers', 'karaoke venue', 'canoeing, kayaking, sunny fish', 'None', 'Indy 500 photos and collectibles, mini museum']"
10,0,0,0,"['', '', '', '', '', '', '', '', '', '', '']","['balloon puppets, animals', 'lottery tickets/scratchers', 'best sounding band, female vocalist', 'dock area, paddle cruise', 'Bollywood movies, henna tattoo artist, fortune teller', 'None', 'Arizona Greyhound Rescue event, hounds', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'None']"
