,precision,recall,f1,preds,labels
0,21.127499999999998,15.805833333333334,15.685833333333335,"model: flan-t5-large, learning_rate: 3e-05, num_train_epochs: 10, weight_decay: 0.001, per_device_train_batch_size: 2, gradient_accumulation_steps: 8",
1,0,0,0,"['Hibachi Japanese Steak House', ""I'm a fan!"", 'The food was not good.', 'The softshell tacos were tasty.']","['dance floors, photo booth, Penns Landing fireworks', 'garden, art, gift shop, cute wallet, shawl, necklace', 'None', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events']"
2,0,0,0,"['a good stop-over after a lovely trip to Philly Community Acupunc', 'a perfect womb of safe spirituality', 'bahn mi sandwiches', 'a fun vibe']","['Philly Community Acupuncture', 'on site medium, Their apothecary area', 'None', 'Bollywood movies, henna tattoo artist, fortune teller']"
3,66.67,18.18,28.57,"['a smoky', 'sand sculpture', 'a place to eat', 'a parakeet paradise']","['None', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'outreach program, meal sponsorship program', 'parakeet paradise']"
4,0,0,0,"['burgers and fries', 'Enjoy the full menu all day, including breakfast plates that are offered all day', 'enthusiastically by the staff', 'attentive, knowledgeable staff']","['trivia night, fireworks', 'free wifi, ping pong, shuffleboard, music venue', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'audiobook']"
5,33.33,28.57,30.77,"['to relax, so they can also pick up some customized Carmel sportswear and greeting cards', 'shrimp sweet basil', 'sketching on the wall', 'attentiveness/responsiveness']","['Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'None', 'great therapeutic sketching', 'ponchos']"
6,14.29,40.0,21.05,"['calendar and argue whether they do or don’t fit the traits of their cosmic sign', ', tattoo artist, henna artist, cider, yoga, henna', 'The food was delicious and healthy.', 'rolls, pastrami, sweet corn, lemon tart, lemon tart, lemon tart, lemon']","['free calendar', 'yoga, henna artist', 'mini trampoline', 'None']"
7,0,0,0,"['experience, variety, variety, variety, variety, variety, variety, variety, variety, variety', 'drinks, they have a few types of Sam Adams beers when you asked which one was', 'footwear policy, footwear policy, footwear policy, footwear policy, footwear policy, footwear policy, footwear', 'disappointed, food was not at all filling, the food was not at all filling,']","['board games, trivia Pursuit, small concerts', 'water, boaters, dock, your pets', 'None', 'None']"
8,15.38,14.29,14.81,"['hookah flavors, ice tips, comfort food, comfort food, teas, smoothie', 'the pork ribs are some of the best you’ll ever have, straight from ', 'high-end look of bubble tea cafes, along with its prime location at Edgehill Village', 'aquarium, live music, lounge area, lounge area, kids']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'beautiful garden, hummingbirds, songbirds', 'None', 'Live music, lounge area, fishies, tank']"
9,75.0,27.27,40.0,"['bookstore/gift shop', 'airboat ride', 'arcade games', 'meditation']","['bookstore/gift shop', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'lounge area, symbolism, custom associations']"
10,36.36,36.36,36.36,"['brewery tour, Clydesdales horses, brewery tour, brewery tour, brewery tour,', 'scratch off lottery machine, keno, computer nascar style racing, computer football', 'overall appreciation', 'lacking quality of the meals, the food, the karaoke, the song selection']","['their tour, 10 dollar fresh day tour, free tour, their museum, Clydesdales horses', 'scratch off lottery machine, keno, computer nascar style racing, computer football', 'None', 'karaoke venue']"
11,12.5,25.0,16.67,"['lottery tickets/ scratchers, boba, egg sandwiches, croissants, and other past', 'exceptional customer service', 'family meals', 'Capoiera/zumba studio']","['lottery tickets/scratchers', 'None', 'polaroid', 'capoiera/zumba studio']"
12,0,0,0,['concert'],"['Casinos, concert, AVA amphitheater']"
