,precision,recall,f1,preds,labels
0,73.101,70.14800000000001,70.944,"model: flan-t5-large, learning_rate: 3e-05, num_train_epochs: 20, weight_decay: 0.001, per_device_train_batch_size: 2, gradient_accumulation_steps: 8","Q: Given the following restaurant review, list what is atypical in the restaurant. Separate them using comma.
A bit of self care and indulgence for when you want to relax and de-stress and if you don't want to go to the bar but have another option. Relax and enjoy. There's a lounge area behind. So you can take your drink in the lounge and kick back. Caffeinated choices are available. If you like your tastebuds teased in a different way, this is a treat. Perfect for yogis and if you like incense. (there's no incense, but it may remind you ...). Can be a spiritual experience as there are symbolism and custom associations provided if you want to try them. Just ask the very knowledgeable Server.It is what you make it. Whatever style makes you comfortable.You have to go inside the West Market to find it! Do not miss.
A: "
1,7.69,7.41,7.55,"['separate them using comma. I LOVE this Keva!!! I think I probably', 'geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet geöffnet', 'exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle', 'comprehensive menu options close proximity to the dock area paddle cruise paddle cruise paddle cruise', 'gluten free restaurantsGood! Nothing spectacular,good!)Biscuit,good!)Bis', ',occasional,occasional,occasional,occasional,occasional,occasional', 'brand name products', 'sandwich peanut butter, mayo and pickle sandwich peanut butter, mayo and pickle', 'exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle exceptionnelle', 'separate them using comma. Separate them using comma. Separat', 'spalato sticks mozzarella sticks mozzarella sticks mozzarella sticks mozzarella sticks mozzarella sticks mozzarella sticks mozzarella sticks mozzarella sticks']","['None', 'Local artists, customized Carmel sportswear, greeting cards, anniversary gifts', 'ponchos', 'dock area, paddle cruise', 'None', 'lounge area, symbolism, custom associations', 'table and floor games, Jenga, big Connect 4, sand, beach umbrellas, beach volleyball, badminton', 'None', 'trivia night, fireworks', 'section, professional babysitting service, different size diapers', 'water, manatee']"
2,58.33,31.82,41.18,"['shoes', 'Band', 'None', 'None', 'None', 'None', 'None', 'None', 'book exchange area, community scarf/blanket project, community scarf/blanket project', 'None', 'None']","['None', 'best sounding band, female vocalist', 'karaoke venue', 'Arizona Greyhound Rescue event, hounds', 'None', 'None', 'None', 'None', 'Wifi, Live bands, book exchange area, community scarf/blanket project', 'Sunbathers, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, overhang, open air beach view', 'None']"
3,47.06,66.67,55.17,"['None', 'mini trampoline', 'Witchy wares, giant moon, apothecary area, spiritual readings', 'None', 'None', 'None', 'calendar, zodiac symbol', 'nightclub, mexican fused with hip hop', 'None', 'None', 'parakeet paradise']","['None', 'mini trampoline', 'on site medium, Their apothecary area', 'None', 'None', 'None', 'free calendar', 'their nightclub', 'None', 'None', 'parakeet paradise']"
4,88.89,88.89,88.89,"['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'cats, Stray Cat Alliance', 'board games, trivia Pursuit, stage area, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']","['None', 'balloon puppets, animals', 'Philly Community Acupuncture', 'None', 'None', 'entrance fee, adoption, Stray Cat Alliance', 'board games, trivia Pursuit, small concerts', 'dance floors, photo booth, Penns Landing fireworks', 'video', 'None', 'None']"
5,88.0,81.48,84.62,"['events, hypnosis show, drag show, karaoke night, Qui', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom, kids', 'None', 'candy machine, watercolors, local artist', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook, Italy tourist spots']","['events, hypnosis show, drag show, karaoke night, QuizO, entertainment', 'paper studio, journals, gift tags, their candles, lip balms, local charity', 'Nice playroom', 'None', 'candy machine, watercolors, local artist, paintings', 'canoeing, kayaking, sunny fish', 'Derek St. Holmes, blues', 'audiobook', 'None', 'polaroid', 'guidebook']"
6,92.86,92.86,92.86,"['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']","['None', 'free wifi, gardener, coffee grounds, compost', 'water, boaters, dock, your pets', 'None', 'None', ""Sparkman's Warf, virtual golf, games, zombie dodgeball, Channelside"", 'None', 'pokestops, cemetery', 'None', 'Bollywood movies, henna tattoo artist, fortune teller', 'local wildlife, anarchists, hackers, organic gardeners, activists']"
7,100.0,80.49,89.19,"['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection,', 'yoga, henna artist']","['free comic', 'DDD, Food Network', 'special event, Circus, Carnival, baby alligator, anaconda, fire, glass, other performances, live music, really good events', 'None', 'None', 'Live music, lounge area, fishies, tank', 'huge area, plants, cute indoor store, beautiful pots, candles, terrariums', 'None', 'free wifi, ping pong, shuffleboard, music venue', 'tour, estate, garden room, tour, red wine collection, cellar room, extensive collection, wine bottles, adjacent garden, open kitchen', 'yoga, henna artist']"
8,90.91,90.91,90.91,"['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']","['None', 'great therapeutic sketching', 'Good Burger Car, souvenir T-shirts, hats,""HI AF"" shirt', 'None', 'amazing tour de bier, history lesson', 'garden, art, gift shop, cute wallet, shawl, necklace', 'beautiful garden, hummingbirds, songbirds', 'stand-up comic', 'Indy 500 photos and collectibles, mini museum', 'None', 'None']"
9,77.27,80.95,79.07,"['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz', 'outreach program, meal sponsorship program', 'None']","['used books, Basics of Mechanical Engineering, A Guide on Planetary Leadership, internet', 'his own skating company, awesome skateboard deck', 'None', 'None', 'bookstore/gift shop', 'None', 'None', 'gators, airboat ride', 'life size beer pong, pool table, arcade games, nfl blitz 99, madden 15', 'outreach program, meal sponsorship program', 'None']"
